CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
C5105692,2,C5,9709212010,97,9,20,11,7,7,103,0,1,3,2,2,50,1,1,2,1,12,1,4,1,1,6,9,1,1
CH100826,2,CH,9709212025,97,9,20,11,7,7,115,0,1,3,2,2,50,2,4,2,4,16,1,4,1,1,3,11,1,1
CH100826,2,CH,9709212025,97,9,20,11,7,7,115,0,1,3,2,2,50,2,4,2,4,16,1,3,1,1,6,9,1,1
C6100334,2,C6,9709211655,97,9,16,9,6,7,108,0,2,3,1,2,40,1,1,2,3,11,1,4,1,1,6,9,1,1
C6100334,2,C6,9709211655,97,9,16,9,6,7,108,0,2,3,1,2,40,1,1,2,3,11,2,4,1,3,8,20,3,2
CH100949,2,CH,9709170920,97,9,9,5,4,3,115,0,1,3,1,2,50,2,4,2,4,16,1,4,1,1,6,9,1,1
CI029276,2,CI,9710220919,97,10,9,5,4,3,110,0,3,3,1,2,50,1,1,2,2,11,1,2,1,1,6,12,1,1
CB023635,2,CB,9709212011,97,9,20,11,7,7,105,0,2,3,2,2,50,1,1,2,2,12,1,6,1,1,6,9,1,1
CB023635,2,CB,9709212011,97,9,20,11,7,7,105,0,2,3,2,2,50,1,1,2,2,12,2,5,4,3,8,20,3,2
CG045532,2,CG,9709181350,97,9,13,7,5,4,114,0,1,2,1,2,50,1,1,2,2,2,1,3,1,1,3,5,1,1
C7100983,2,C7,9709151130,97,9,11,6,4,1,104,0,1,3,1,2,50,1,1,2,2,17,1,3,1,1,3,5,1,1
CD103065,2,CD,9709181725,97,9,17,9,6,4,112,0,1,3,1,2,60,1,1,2,4,15,1,2,1,1,6,15,1,1
C8100140,2,C8,9708231515,97,8,15,8,6,6,106,0,1,1,1,2,50,1,1,1,2,13,2,5,1,1,6,9,2,1
C7008620,2,C7,9704101810,97,4,18,10,7,4,104,0,2,3,2,2,50,2,2,2,4,3,1,2,1,1,6,9,1,1
C7008620,2,C7,9704101810,97,4,18,10,7,4,104,0,2,3,2,2,50,2,2,2,4,3,1,1,4,3,8,16,3,1
CB019815,2,CB,9703152340,97,3,23,12,8,6,105,0,1,3,2,2,50,1,1,2,1,15,1,3,1,1,3,5,1,1
CA018535,2,CA,9704191640,97,4,16,9,6,6,100,0,1,3,1,2,50,1,1,2,4,15,1,2,1,1,6,9,1,1
CF039499,2,CF,9704102120,97,4,21,11,8,4,116,0,1,3,2,2,50,1,1,2,1,12,1,3,1,1,3,9,1,1
CF038595,2,CF,9704101235,97,4,12,7,5,4,116,0,2,3,1,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
CI025709,2,CI,9704081100,97,4,11,6,4,2,110,0,1,3,1,2,50,1,1,2,3,13,1,4,1,1,3,14,1,1
C7007224,2,C7,9704101710,97,4,17,9,6,4,104,0,1,3,1,2,50,1,1,2,4,16,1,6,3,4,4,1,4,2
C8012416,2,C8,9704101800,97,4,18,10,7,4,106,0,3,2,1,2,40,1,1,2,4,16,2,6,1,1,6,5,1,1
C8012416,2,C8,9704101800,97,4,18,10,7,4,106,0,3,2,1,2,40,1,1,2,4,16,1,3,1,1,6,9,1,1
CC031868,2,CC,9704140725,97,4,7,4,3,1,111,0,1,3,1,2,50,1,1,2,2,3,2,3,4,3,8,20,3,2
CD045931,2,CD,9704121900,97,4,19,10,7,6,112,0,1,3,2,2,50,1,1,2,3,12,1,7,1,1,6,15,1,1
CC033946,2,CC,9705112040,97,5,20,11,7,7,111,0,1,3,2,2,50,2,4,2,4,12,1,6,1,1,1,9,1,1
CH039808,2,CH,9704081810,97,4,18,10,7,2,115,0,1,3,1,2,50,1,1,2,2,15,2,7,1,1,3,1,1,1
C5000881,2,C5,9703161830,97,3,18,10,7,7,103,0,1,3,2,2,50,1,1,2,2,15,1,3,1,1,3,9,1,1
CC031522,2,CC,9704051040,97,4,10,6,4,6,111,0,1,3,1,2,50,2,4,2,4,16,2,4,1,1,8,20,3,2
CC033759,2,CC,9704140655,97,4,6,4,3,1,111,0,2,3,1,2,50,1,1,2,4,16,2,2,1,1,6,9,1,1
CC031522,2,CC,9704051040,97,4,10,6,4,6,111,0,1,3,1,2,50,2,4,2,4,16,1,3,1,1,3,7,1,1
C7006638,2,C7,9704101700,97,4,17,9,6,4,104,0,2,3,1,2,50,1,1,2,1,12,1,5,1,1,4,9,1,1
C8013357,2,C8,9704091050,97,4,10,6,4,3,106,0,1,3,1,2,50,1,1,2,4,3,1,6,1,1,3,9,2,1
CC033759,2,CC,9704140655,97,4,6,4,3,1,111,0,2,3,1,2,50,1,1,2,4,16,2,1,4,3,8,20,3,1
CH040262,2,CH,9703241145,97,3,11,6,4,1,115,0,2,3,1,2,50,1,7,2,2,3,2,9,4,3,8,16,3,1
CD036223,2,CD,9704130900,97,4,9,5,4,7,112,0,1,3,1,2,40,1,1,2,4,12,1,5,1,1,6,9,1,1
C7008718,2,C7,9704100840,97,4,8,5,3,4,104,0,3,2,1,2,50,1,1,2,4,3,1,4,1,1,6,9,1,1
C5001631,2,C5,9704141130,97,4,11,6,4,1,103,0,1,3,1,2,50,2,4,2,4,9,1,9,4,3,8,20,3,2
C7008628,2,C7,9704180825,97,4,8,5,3,5,104,0,1,3,1,2,50,1,1,2,1,15,1,4,1,1,6,9,1,1
CA018548,2,CA,9704141051,97,4,10,6,4,1,100,0,1,3,1,2,50,1,1,2,4,9,2,5,4,3,8,20,3,1
CC031073,2,CC,9703180900,97,3,9,5,4,2,111,0,1,1,1,2,50,1,1,1,2,12,1,5,1,4,2,9,1,1
CE045789,2,CE,9704211630,97,4,16,9,6,1,116,0,1,1,1,2,40,2,4,1,4,12,2,6,1,1,6,9,1,1
CH040229,2,CH,9704141850,97,4,18,10,7,1,115,0,1,3,2,2,50,4,4,2,4,13,1,5,1,1,6,9,1,1
C5001873,2,C5,9704141950,97,4,19,10,7,1,103,0,2,3,2,2,30,1,1,2,2,12,2,3,1,4,6,9,1,1
C5001873,2,C5,9704141950,97,4,19,10,7,1,103,0,2,3,2,2,30,1,1,2,2,12,2,3,4,3,8,20,3,2
C9017369,2,C9,9704142005,97,4,20,11,7,1,100,0,2,3,2,2,50,2,3,2,4,10,2,4,1,4,6,9,1,1
C7008276,2,C7,9704141930,97,4,19,10,7,1,104,0,1,2,2,2,50,1,1,2,2,3,2,4,4,3,8,16,3,1
CG042569,2,CG,9704151845,97,4,18,10,7,2,114,0,1,3,2,2,40,2,4,2,4,12,1,5,1,1,6,9,1,1
CG042717,2,CG,9704141848,97,4,18,10,7,1,114,0,2,3,2,2,40,1,1,2,4,10,2,3,4,3,7,15,3,1
CI026553,2,CI,9704142000,97,4,20,11,7,1,110,0,1,3,2,2,40,1,1,2,4,10,1,5,1,1,6,9,1,1
CG041564,2,CG,9704142000,97,4,20,11,7,1,114,0,2,3,2,2,50,2,5,2,4,13,2,5,1,1,6,9,1,1
CC031532,2,CC,9704141720,97,4,17,9,6,1,111,0,1,2,1,3,50,4,6,2,4,10,1,3,1,1,3,9,1,1
CI026059,2,CI,9704111335,97,4,13,7,5,5,110,0,1,3,1,2,50,1,1,2,4,8,1,5,1,1,4,2,1,1
C8011100,2,C8,9702142040,97,2,20,11,7,4,106,0,1,1,2,2,50,1,1,1,1,3,2,4,4,3,8,16,3,2
C7007698,2,C7,9704121147,97,4,11,6,4,6,104,0,2,3,1,2,50,1,1,2,2,3,2,4,1,1,6,5,1,1
CC031671,2,CC,9704172031,97,4,20,11,7,4,111,0,2,3,2,2,50,2,4,2,2,17,1,4,1,1,6,14,1,1
C7008165,2,C7,9703241354,97,3,13,7,5,1,104,0,1,3,1,2,50,1,1,2,2,13,1,6,1,1,4,9,1,1
CI026267,2,CI,9704171100,97,4,11,6,4,4,110,0,1,2,1,2,50,2,4,2,4,12,1,5,1,1,3,7,1,1
C7008351,2,C7,9704101735,97,4,17,9,6,4,104,0,1,3,1,2,40,1,1,2,4,11,1,3,1,1,6,5,1,1
CI025613,2,CI,9703181517,97,3,15,8,6,2,110,0,1,2,1,2,50,1,1,2,2,15,1,7,1,1,6,9,1,1
C6003349,2,C6,9704041630,97,4,16,9,6,5,108,0,2,2,1,2,50,1,1,2,2,15,2,3,1,1,6,1,1,1
CG041453,2,CG,9703181500,97,3,15,8,6,2,114,0,1,2,1,2,50,1,1,2,1,12,1,4,1,1,3,6,1,1
C6003144,2,C6,9703152015,97,3,20,11,7,6,108,0,1,3,2,2,50,1,1,2,2,12,2,3,1,1,6,7,1,1
CG041828,2,CG,9704101255,97,4,12,7,5,4,114,0,1,2,1,2,40,1,1,2,4,15,1,2,1,4,6,9,1,1
CD036241,2,CD,9702210950,97,2,9,5,4,4,112,0,3,3,1,2,50,2,4,2,4,10,1,4,1,1,6,9,1,1
CG041567,2,CG,9704151845,97,4,18,10,7,2,114,0,1,3,2,2,50,2,4,2,4,12,1,4,1,1,6,9,1,1
C6003353,2,C6,9704091740,97,4,17,9,6,3,108,0,2,3,1,2,50,1,1,2,2,3,1,3,1,1,6,9,1,1
CG042039,2,CG,9704131305,97,4,13,7,5,7,114,0,1,3,1,2,50,1,1,2,2,16,1,4,1,1,6,5,1,1
C7005843,2,C7,9704180710,97,4,7,4,3,5,104,0,1,3,1,2,50,1,4,2,4,13,1,3,1,1,6,12,1,1
C7101149,2,C7,9709182210,97,9,22,12,8,4,104,0,1,3,2,2,50,1,1,2,1,12,1,4,1,1,4,6,1,1
C6004589,2,C6,9709220735,97,9,7,4,3,1,108,0,2,3,1,2,50,1,1,2,4,9,1,1,4,3,8,20,3,2
C8100423,2,C8,9709180825,97,9,8,5,3,4,106,0,2,3,1,2,40,2,3,1,4,13,2,3,1,1,6,9,1,1
C6004589,2,C6,9709220735,97,9,7,4,3,1,108,0,2,3,1,2,50,1,1,2,4,9,1,3,1,1,6,9,2,1
CF100173,2,CF,9708180705,97,8,7,4,3,1,116,0,1,3,1,2,50,2,4,2,4,11,1,4,1,1,3,9,1,1
CF100173,2,CF,9708180705,97,8,7,4,3,1,116,0,1,3,1,2,50,2,4,2,4,11,1,3,1,1,6,9,1,1
C5105333,2,C5,9709161620,97,9,16,9,6,2,103,0,4,3,1,2,50,2,4,2,4,17,1,6,1,1,4,15,1,1
C5105333,2,C5,9709161620,97,9,16,9,6,2,103,0,4,3,1,2,50,2,4,2,4,17,1,4,1,1,6,9,1,1
CC033317,2,CC,9708171400,97,8,14,8,5,7,111,0,3,1,1,2,60,2,3,1,4,13,1,2,1,1,6,9,1,1
CC032425,2,CC,9709220734,97,9,7,4,3,1,111,0,1,3,1,2,50,1,1,2,4,16,1,3,1,1,3,5,1,1
CC032425,2,CC,9709220734,97,9,7,4,3,1,111,0,1,3,1,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
C9100526,2,C9,9709220900,97,9,9,5,4,1,100,0,1,3,1,2,50,1,1,2,4,16,1,3,1,1,6,6,1,1
C9100526,2,C9,9709220900,97,9,9,5,4,1,100,0,1,3,1,2,50,1,1,2,4,16,1,5,1,1,3,9,1,1
CG100293,2,CG,9709220852,97,9,8,5,3,1,114,0,1,3,1,2,50,1,1,2,2,2,2,5,4,3,8,16,3,2
CC034170,2,CC,9709171812,97,9,18,10,7,3,111,0,2,3,2,2,50,1,1,2,4,11,1,4,1,1,6,9,1,1
CI028079,2,CI,9709220911,97,9,9,5,4,1,110,0,1,3,1,2,50,1,2,2,4,12,1,3,1,1,6,9,1,1
CI029012,2,CI,9709091334,97,9,13,7,5,2,110,0,1,1,1,2,50,1,1,1,1,12,1,3,1,1,5,11,1,1
C5105696,2,C5,9709241215,97,9,12,7,5,3,103,0,1,3,1,2,50,1,1,2,4,12,1,4,1,1,5,6,1,1
CE100888,2,CE,9709241515,97,9,15,8,6,3,116,0,1,3,1,2,50,1,1,2,2,3,2,3,4,3,8,16,3,1
CC032512,2,CC,9709241330,97,9,13,7,5,3,111,0,3,3,1,2,50,2,4,2,4,12,2,1,1,3,8,21,3,2
C7100627,2,C7,9709241530,97,9,15,8,6,3,104,0,1,3,1,2,50,2,4,2,2,13,1,4,1,1,6,9,1,1
C7100627,2,C7,9709241530,97,9,15,8,6,3,104,0,1,3,1,2,50,2,4,2,2,13,1,5,1,1,4,12,1,1
C7100627,2,C7,9709241530,97,9,15,8,6,3,104,0,1,3,1,2,50,2,4,2,2,13,1,6,1,1,6,12,1,1
CH100882,2,CH,9709130810,97,9,8,5,3,6,115,0,2,1,1,2,50,1,1,1,1,15,1,5,1,1,4,9,1,1
CD106186,2,CD,9709231830,97,9,18,10,7,2,112,0,2,3,2,2,50,1,1,2,1,3,2,9,4,3,8,16,3,2
CE100852,2,CE,9709220702,97,9,7,4,3,1,116,0,1,3,1,2,50,1,1,2,2,16,2,7,1,1,6,9,2,1
CG100396,2,CG,9709012245,97,9,22,12,8,1,114,0,1,3,1,2,50,1,1,2,2,13,1,5,1,1,1,9,1,1
C6100047,2,C6,9709191845,97,9,18,10,7,5,108,0,2,3,2,2,50,1,1,1,1,15,2,5,4,3,7,9,3,1
C8100548,2,C8,9709241650,97,9,16,9,6,3,106,0,2,3,1,2,40,1,1,2,4,10,2,1,4,3,8,20,3,2
C9100396,2,C9,9709251710,97,9,17,9,6,4,100,0,1,3,1,2,50,2,4,2,4,3,2,5,4,3,8,16,3,2
C6004706,2,C6,9709251530,97,9,15,8,6,4,108,0,1,3,1,2,50,1,1,2,1,3,2,3,4,3,8,20,3,1
C8100330,2,C8,9709251645,97,9,16,9,6,4,106,0,1,3,1,2,50,2,4,2,4,12,1,2,1,1,6,9,1,1
CH100895,2,CH,9709251720,97,9,17,9,6,4,115,0,2,3,1,2,50,2,2,2,4,2,1,9,4,3,8,16,3,1
CH100885,2,CH,9709251520,97,9,15,8,6,4,115,0,1,3,1,2,50,1,1,2,1,13,1,4,1,1,6,7,1,1
CH100885,2,CH,9709251520,97,9,15,8,6,4,115,0,1,3,1,2,50,1,1,2,1,13,1,6,1,1,3,14,1,1
C8015624,2,C8,9709171730,97,9,17,9,6,3,106,0,1,3,1,2,50,1,1,2,1,12,1,6,1,1,6,9,1,1
C6100702,2,C6,9709220725,97,9,7,4,3,1,108,0,1,3,1,2,50,1,1,2,3,3,2,1,4,3,8,20,3,2
C8015022,2,C8,9709091710,97,9,17,9,6,2,106,0,1,3,1,2,50,1,1,2,1,12,1,3,1,1,6,5,1,1
CH041102,2,CH,9707131600,97,7,16,9,6,7,115,0,3,3,1,2,40,2,4,2,4,3,1,7,4,3,8,16,3,1
CB023463,2,CB,9708280840,97,8,8,5,3,4,105,0,2,3,1,2,40,2,4,2,1,12,2,3,1,1,8,20,3,2
CD101796,2,CD,9709051500,97,9,15,8,6,5,112,0,1,1,1,2,50,1,1,1,2,12,1,6,1,4,6,5,1,1
CI028035,2,CI,9709171346,97,9,13,7,5,3,110,0,1,3,1,2,50,2,4,2,4,11,1,6,1,1,6,9,1,1
CB023553,2,CB,9709151450,97,9,14,8,5,1,105,0,2,2,1,2,40,1,1,1,4,2,1,8,4,3,8,16,3,2
CE100940,2,CE,9708291100,97,8,11,6,4,5,116,0,2,3,1,2,50,2,2,2,4,3,2,4,1,1,6,9,1,1
CC100885,2,CC,9709160730,97,9,7,4,3,2,111,0,3,3,1,2,40,2,4,2,4,16,1,2,1,1,6,5,1,1
CC100885,2,CC,9709160730,97,9,7,4,3,2,111,0,3,3,1,2,40,2,4,2,4,16,1,3,1,1,6,9,1,1
CD101715,2,CD,9709042105,97,9,21,11,8,4,112,0,1,3,2,2,50,1,1,2,4,3,1,3,1,1,3,1,1,1
CD103016,2,CD,9708151135,97,8,11,6,4,5,112,0,2,3,1,2,40,1,1,2,4,16,2,8,1,1,6,6,2,1
C9100565,2,C9,9709221010,97,9,10,6,4,1,100,0,2,3,1,2,50,1,4,2,4,12,2,4,4,3,8,20,3,2
C5105617,2,C5,9709221310,97,9,13,7,5,1,103,0,2,1,1,2,50,1,1,1,4,15,2,3,1,1,6,9,1,1
C7008612,2,C7,9704021545,97,4,15,8,6,3,104,0,1,3,1,2,30,1,1,2,1,15,1,6,1,1,4,9,1,1
C7008288,2,C7,9704181420,97,4,14,8,5,5,104,0,2,3,1,2,50,1,1,2,4,16,1,5,1,1,4,5,1,1
C7005843,2,C7,9704180710,97,4,7,4,3,5,104,0,1,3,1,2,50,1,4,2,4,13,1,6,1,1,3,9,1,1
C7008288,2,C7,9704181420,97,4,14,8,5,5,104,0,2,3,1,2,50,1,1,2,4,16,2,5,1,1,6,9,1,1
C7005820,2,C7,9704131900,97,4,19,10,7,7,104,0,1,3,2,2,50,2,4,2,1,16,1,3,1,1,3,6,1,1
CI026674,2,CI,9704181158,97,4,11,6,4,5,110,0,1,3,1,2,50,1,1,2,1,3,2,4,4,3,8,20,3,1
C8012852,2,C8,9704142300,97,4,23,12,8,1,106,0,1,3,2,2,30,1,1,2,1,15,1,5,1,1,3,9,1,1
CD036896,2,CD,9704141915,97,4,19,10,7,1,112,0,2,3,2,2,40,1,1,2,4,15,2,4,1,1,6,9,1,1
CD036896,2,CD,9704141915,97,4,19,10,7,1,112,0,2,3,2,2,40,1,1,2,4,15,2,1,4,3,8,20,3,1
C7008355,2,C7,9704150230,97,4,2,2,1,2,104,0,2,3,2,2,50,1,1,2,1,15,1,3,1,1,3,9,1,1
C5000828,2,C5,9703251524,97,3,15,8,6,2,103,0,3,3,1,2,50,1,1,2,2,17,1,6,1,1,2,5,1,1
CD036897,2,CD,9704142200,97,4,22,12,8,1,112,0,1,3,2,2,60,2,2,2,4,13,2,2,1,1,6,9,1,1
CD036897,2,CD,9704142200,97,4,22,12,8,1,112,0,1,3,2,2,60,2,2,2,4,13,1,4,1,1,3,9,1,1
CA018529,2,CA,9704141605,97,4,16,9,6,1,100,0,1,3,1,2,50,1,1,2,4,15,2,3,1,1,6,9,1,1
C5001723,1,C5,9704130055,97,4,0,1,1,7,103,1,0,1,2,2,50,2,4,1,4,3,1,5,1,1,4,9,1,1
CG042038,2,CG,9704130855,97,4,8,5,3,7,114,0,1,3,1,2,50,1,1,2,2,12,2,5,1,1,3,6,1,1
CE045812,2,CE,9704130846,97,4,8,5,3,7,116,0,3,2,1,2,50,1,1,2,1,17,1,4,1,1,6,15,1,1
CE045812,2,CE,9704130846,97,4,8,5,3,7,116,0,3,2,1,2,50,1,1,2,1,17,1,3,1,1,6,9,1,1
C7008150,2,C7,9704130200,97,4,2,2,1,7,104,0,1,1,2,2,50,1,1,1,4,12,1,6,1,1,4,6,1,1
CD036961,2,CD,9703221250,97,3,12,7,5,6,112,0,1,3,1,2,50,2,6,2,1,17,1,4,1,1,6,5,1,1
CD036961,2,CD,9703221250,97,3,12,7,5,6,112,0,1,3,1,2,50,2,6,2,1,17,2,6,1,1,6,5,1,1
CB020940,2,CB,9703201900,97,3,19,10,7,4,105,0,1,3,2,2,50,2,6,2,4,3,2,9,4,3,8,16,3,1
CB020940,2,CB,9703201900,97,3,19,10,7,4,105,0,1,3,2,2,50,2,6,2,4,3,2,6,1,1,6,9,1,1
CG044098,2,CG,9703212100,97,3,21,11,8,5,114,0,1,3,1,2,50,2,4,2,4,16,2,4,1,1,3,5,1,1
C5000707,2,C5,9703151745,97,3,17,9,6,6,103,0,1,3,1,2,50,1,1,2,2,16,2,4,1,1,6,9,1,1
C7007920,2,C7,9704081418,97,4,14,8,5,2,104,0,1,3,1,2,50,2,4,2,4,12,2,4,3,1,3,13,1,1
CE045880,2,CE,9703210740,97,3,7,4,3,5,116,0,1,3,1,2,50,2,3,2,4,17,2,5,1,1,3,1,1,1
C5001571,2,C5,9704081100,97,4,11,6,4,2,103,0,1,3,1,2,40,1,1,1,4,12,2,6,1,1,6,7,1,1
CG041856,2,CG,9704111740,97,4,17,9,6,5,114,0,1,3,2,2,50,2,4,2,4,17,1,6,1,1,6,9,1,1
CC031593,2,CC,9703161000,97,3,10,6,4,7,111,0,1,2,1,2,50,4,6,2,4,12,1,2,1,1,6,9,1,1
C7007340,2,C7,9704101945,97,4,19,10,7,4,104,0,1,3,2,2,50,2,2,2,4,12,2,4,1,1,8,20,3,2
C7008150,2,C7,9704130200,97,4,2,2,1,7,104,0,1,1,2,2,50,1,1,1,4,12,2,5,1,1,8,20,3,2
C7008024,2,C7,9703211330,97,3,13,7,5,5,104,0,1,3,1,2,50,1,1,2,3,12,1,5,1,1,4,9,1,1
CI026213,2,CI,9704110900,97,4,9,5,4,5,110,0,1,1,1,2,50,2,6,1,4,12,1,3,1,1,6,11,1,1
CC032583,2,CC,9704091210,97,4,12,7,5,3,111,0,4,3,1,2,40,1,1,2,4,10,1,3,1,4,6,4,1,1
CC032583,2,CC,9704091210,97,4,12,7,5,3,111,0,4,3,1,2,40,1,1,2,4,10,1,3,1,4,6,9,1,1
CC032583,2,CC,9704091210,97,4,12,7,5,3,111,0,4,3,1,2,40,1,1,2,4,10,1,3,1,4,6,9,1,1
CG041960,2,CG,9704150750,97,4,7,4,3,2,114,0,2,3,1,2,40,1,1,2,4,16,1,5,1,1,5,5,1,1
CH040269,2,CH,9704110830,97,4,8,5,3,5,115,0,1,2,1,2,50,2,4,1,4,14,2,4,1,1,3,2,1,1
CC031804,2,CC,9703221401,97,3,14,8,5,6,111,0,1,3,1,2,50,1,1,2,1,17,2,6,1,1,6,7,1,1
C5001576,2,C5,9704110750,97,4,7,4,3,5,103,0,1,1,1,2,50,1,1,1,2,12,1,3,1,1,6,7,1,1
CG041960,2,CG,9704150750,97,4,7,4,3,2,114,0,2,3,1,2,40,1,1,2,4,16,2,3,4,3,8,20,3,1
CC034254,2,CC,9703161143,97,3,11,6,4,7,111,0,1,3,1,2,40,1,1,2,4,15,1,4,1,1,3,9,1,1
CC034254,2,CC,9703161143,97,3,11,6,4,7,111,0,1,3,1,2,40,1,1,2,4,15,1,3,1,1,6,9,1,1
CD035752,2,CD,9704111250,97,4,12,7,5,5,112,0,1,3,1,2,50,1,1,2,4,17,1,6,1,1,3,5,1,1
CF038560,2,CF,9704091130,97,4,11,6,4,3,116,0,1,3,1,2,50,2,4,2,1,17,2,5,1,1,3,13,1,1
C9017643,2,C9,9704150710,97,4,7,4,3,2,100,0,2,3,1,2,50,1,1,2,1,12,1,2,1,1,6,9,1,1
CG041562,2,CG,9704091945,97,4,19,10,7,3,114,0,1,3,2,2,40,1,4,2,4,16,1,6,1,1,4,5,1,1
CC031661,2,CC,9704111901,97,4,19,10,7,5,111,0,1,3,2,2,50,1,1,2,4,16,1,5,1,1,3,6,1,1
C8013072,2,C8,9704122100,97,4,21,11,8,6,106,0,1,3,2,2,50,1,1,2,2,3,1,3,1,1,3,5,1,1
CI025794,2,CI,9704091915,97,4,19,10,7,3,110,0,1,3,2,2,50,1,1,2,4,16,1,3,1,1,3,6,1,1
C8012950,2,C8,9704111225,97,4,12,7,5,5,106,0,1,3,1,2,50,1,1,2,1,13,2,4,1,1,6,9,2,1
C7006640,2,C7,9704111825,97,4,18,10,7,5,104,0,1,3,2,2,50,1,1,2,4,11,1,5,1,1,3,5,1,1
CD036221,2,CD,9704101020,97,4,10,6,4,4,112,0,1,3,1,2,50,1,1,2,1,16,2,5,3,4,3,5,1,1
CG044804,2,CG,9704120743,97,4,7,4,3,6,114,0,1,1,1,2,50,2,4,1,4,11,1,8,1,1,3,5,1,1
CC031284,2,CC,9704041538,97,4,15,8,6,5,111,0,1,3,1,2,50,1,1,2,1,3,1,3,1,1,3,5,1,1
CC031689,2,CC,9703171756,97,3,17,9,6,1,111,0,1,3,1,2,50,1,1,2,2,15,1,4,1,1,3,9,1,1
CC031689,2,CC,9703171756,97,3,17,9,6,1,111,0,1,3,1,2,50,1,1,2,2,15,2,3,1,1,6,9,1,1
CA018531,2,CA,9704151155,97,4,11,6,4,2,100,0,1,3,1,2,50,1,1,2,2,3,1,9,4,3,8,16,3,2
CB021236,2,CB,9704111008,97,4,10,6,4,5,105,0,1,2,1,2,30,2,4,2,4,17,1,5,1,1,4,9,1,1
CI025701,2,CI,9703171440,97,3,14,8,5,1,110,0,1,3,1,2,50,1,1,2,1,12,1,4,1,1,3,1,1,1
C8013599,2,C8,9704150449,97,4,4,3,2,2,106,0,1,3,1,2,40,1,1,2,3,16,2,5,1,1,6,9,1,1
